id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1287164872980074497,1287164872980074497,2020-07-25 23:16:34 UTC,2020-07-25,23:16:34,+0000,137893661,thebearishwolf,The ₿earish Wolf,,Alt coins and I have a love hate relationship.   Which people don't realize how slippage can f you till your in a low liquidity crypto or commodity ... who would have thought that rough rice would have a low liquidity... 🤔🇨🇳  Need that Asia 🚀🚀 /ZR,en,[],[],[],0,0,0,[],[],https://twitter.com/TheBearishWolf/status/1287164872980074497,False,,0,,,,,,,,[],,,,
1281980276407705600,1281980276407705600,2020-07-11 15:54:50 UTC,2020-07-11,15:54:50,+0000,755185195708510208,ricefuturesguy,Kevin Ries,,Useless Rough Rice futures trivia #1:  Musician Harry Connick Jr.'s uncle was a member of the New Orleans Commodity Exchange and occasionally traded on the floor...,en,[],[],[],0,0,3,[],[],https://twitter.com/RiceFuturesGuy/status/1281980276407705600,False,,0,,,,,,,,[],,,,
1273357678144827392,1273357678144827392,2020-06-17 20:51:42 UTC,2020-06-17,20:51:42,+0000,838569665060290562,tradesbydave,Dave Reiter,,#ZR_F Rough rice collapses. This is a perfect example of why commodity trading is not recommended for most investors. #RoughRice  https://t.co/A9zmhXrf7W,en,[],[],['https://pbs.twimg.com/media/EavftlfXkAI3e0O.png'],4,1,8,"['zr_f', 'roughrice']",[],https://twitter.com/TradesByDave/status/1273357678144827392,False,,1,https://pbs.twimg.com/media/EavftlfXkAI3e0O.png,,,,,,,[],,,,
1262174560339755008,1262174560339755008,2020-05-18 00:13:59 UTC,2020-05-18,00:13:59,+0000,18378349,keithmccullough,Keith McCullough,,"Bitcoin is a Bullish @Hedgeye TREND Commodity, like Rough Rice (spot price for Rice was up another +4.5% last week)",en,"[{'screen_name': 'hedgeye', 'name': 'hedgeye', 'id': '18719020'}]",[],[],4,4,39,[],[],https://twitter.com/KeithMcCullough/status/1262174560339755008,False,https://twitter.com/GRM84/status/1262137237765910529,0,,,,,,,,[],,,,
1249279284012859392,1249279284012859392,2020-04-12 10:12:46 UTC,2020-04-12,10:12:46,+0000,838569665060290562,tradesbydave,Dave Reiter,,#ZR_F Rough rice is the only commodity that has increased since the virus was unleashed on 12.31.2019. #RoughRice  https://t.co/Thr2CkUfh7,en,[],[],['https://pbs.twimg.com/media/EVZUqOOX0AAGNP1.png'],1,0,5,"['zr_f', 'roughrice']",[],https://twitter.com/TradesByDave/status/1249279284012859392,False,,1,https://pbs.twimg.com/media/EVZUqOOX0AAGNP1.png,,,,,,,[],,,,
1247107344741412865,1247107344741412865,2020-04-06 10:22:15 UTC,2020-04-06,10:22:15,+0000,1566147624,rjamesbishop,R. James Bishop,,"Rice Is a Hot Commodity. It’s Poised to Rise Even More - Rough rice is one of the few assets that is higher year to date, gaining 9%. Here’s why it’s poised to go even higher.  https://t.co/cCG1jtRe7C",en,[],['https://lnkd.in/efDFHvK'],[],0,0,0,[],[],https://twitter.com/rjamesbishop/status/1247107344741412865,False,,0,,,,,,,,[],,,,
1246340904186675200,1246340904186675200,2020-04-04 07:36:42 UTC,2020-04-04,07:36:42,+0000,838569665060290562,tradesbydave,Dave Reiter,,#ZR_F The most bullish commodity is rough rice. Long-term bullish breakout @ 15.025. #RoughRice  https://t.co/Qd7iWC6bUP,en,[],[],['https://pbs.twimg.com/media/EUvkTujXgAAcqKU.png'],1,2,4,"['zr_f', 'roughrice']",[],https://twitter.com/TradesByDave/status/1246340904186675200,False,,1,https://pbs.twimg.com/media/EUvkTujXgAAcqKU.png,,,,,,,[],,,,
1241478377321750528,1241478377321750528,2020-03-21 21:34:45 UTC,2020-03-21,21:34:45,+0000,838569665060290562,tradesbydave,Dave Reiter,,"#ZR_F These days, it's almost impossible to find a bullish commodity. Rough rice is attempting to ""buck the trend."" Approaching its highest level in 4 years. #RoughRice  https://t.co/SPpuVJSON6",en,[],[],['https://pbs.twimg.com/media/ETqduXxWAAMw9PP.png'],2,0,3,"['zr_f', 'roughrice']",[],https://twitter.com/TradesByDave/status/1241478377321750528,False,,1,https://pbs.twimg.com/media/ETqduXxWAAMw9PP.png,,,,,,,[],,,,
1239168013959561222,1239168013959561222,2020-03-15 12:34:11 UTC,2020-03-15,12:34:11,+0000,179571631,mikeharrisny,Michael Harris,,#OJ_F Orange Juice along with Rough Rice only positive commodity contracts last week in my list.   Vitamin C  https://t.co/T6VcPX0JcU,en,[],[],['https://pbs.twimg.com/media/ETJonaZXgAA6wtD.png'],3,0,7,['oj_f'],[],https://twitter.com/mikeharrisNY/status/1239168013959561222,False,,1,https://pbs.twimg.com/media/ETJonaZXgAA6wtD.png,,,,,,,[],,,,
1238091562334199810,1238091562334199810,2020-03-12 13:16:45 UTC,2020-03-12,13:16:45,+0000,202411176,totalinvestor1,totalinvestor,,ZRK20 Rough #Rice May '20 #commodity #futures #trading  https://t.co/66kXcUfgYY  https://t.co/MPcpFUNwll,en,[],['https://totalinvestor.blogspot.com/'],['https://pbs.twimg.com/media/ES6VtgQXYAANBgo.jpg'],0,0,0,"['rice', 'commodity', 'futures', 'trading']",[],https://twitter.com/totalinvestor1/status/1238091562334199810,False,,1,https://pbs.twimg.com/media/ES6VtgQXYAANBgo.jpg,,,,,,,[],,,,
1238082793218998273,1238082068426481666,2020-03-12 12:41:55 UTC,2020-03-12,12:41:55,+0000,855291742781755393,bckvolatility,BCK Volatility,,"@vixologist But in all seriousness, everything (besides vol) getting slammed this am. Every commodity down too (except rough rice, lol!)",en,[],[],[],0,0,1,[],[],https://twitter.com/bckvolatility/status/1238082793218998273,False,,0,,,,,,,,"[{'screen_name': 'vixologist', 'name': 'Jim Carroll', 'id': '254548351'}]",,,,
1237031504691122176,1237031504691122176,2020-03-09 15:04:28 UTC,2020-03-09,15:04:28,+0000,1676916738,brunicharting,"Tom Bruni, CMT",,"I know Rough Rice is not on everybody's screen, well, actually ever, but give it a look.  Even if you don't trade it, I outline our thought process behind many of the Commodity counter-trend trades we take.   Hope it helps y'all identify future opportunities.",en,[],[],[],0,3,3,[],[],https://twitter.com/BruniCharting/status/1237031504691122176,False,https://twitter.com/allstarcharts/status/1236982390943252481,0,,,,,,,,[],,,,
1223267331016679424,1223257833476628481,2020-01-31 15:30:33 UTC,2020-01-31,15:30:33,+0000,1478666732,riverviewcap,Michael Reade,,"@BrynneKKelly Plus Mar/Apr at 17cpg carry looks super cheap if you don't really care about RVP and its just a commodity spread to trade. For example I can barely spell Rough Rice but Mar/May is -14 and July/Sept is +135 - disregard, I assume, old crop vs new and you got a screamer sale",en,[],[],[],1,0,2,[],[],https://twitter.com/riverviewcap/status/1223267331016679424,False,,0,,,,,,,,"[{'screen_name': 'BrynneKKelly', 'name': 'Brynne Kelly', 'id': '105455733'}]",,,,
1209511419072270338,1209511419072270338,2019-12-24 16:29:28 UTC,2019-12-24,16:29:28,+0000,4794795937,donmcgugan_nb,donmcgugan_NB,,"Several commodity futures contracts have had excellent years so far – platinum, West Texas crude, Brent crude, soybean oil and rough rice are all up over 20% this year.",en,[],[],[],0,0,0,[],[],https://twitter.com/donmcgugan_nb/status/1209511419072270338,False,,0,,,,,,,,[],,,,
1177206360351694849,1177206360351694849,2019-09-26 13:00:42 UTC,2019-09-26,13:00:42,+0000,202411176,totalinvestor1,totalinvestor,,ZRX19 Rough #Rice Nov '19 #commodity #futures #trading  https://t.co/nLus87cgGc,en,[],[],['https://pbs.twimg.com/media/EFZG8RrW4AATn3K.jpg'],0,0,0,"['rice', 'commodity', 'futures', 'trading']",[],https://twitter.com/totalinvestor1/status/1177206360351694849,False,,1,https://pbs.twimg.com/media/EFZG8RrW4AATn3K.jpg,,,,,,,[],,,,
1110143917641461761,1110143917641461761,2019-03-25 11:38:30 UTC,2019-03-25,11:38:30,+0000,807913950838804480,npfinancials,N P Financials Pty L,,Commodity- Rough Rice: is Breaking out of H  https://t.co/81LjJnW92c,en,[],['https://www.npfinancials.com.au/commodity/commodity-rough-rice/'],[],0,0,1,[],[],https://twitter.com/npfinancials/status/1110143917641461761,False,,0,,,,,,,,[],,,,
1097917402287722496,1097917402287722496,2019-02-19 17:54:41 UTC,2019-02-19,17:54:41,+0000,1039566609449476097,grufity,Grufity,,"Weekly Losers (#commodity): #Agricultural were the major losers last week. With Rough Rice, Oats, Soybean Oil all falling -3+%. #Lumber fell -2.6%  https://t.co/xFjA3kR6Yu #GrufityWeekly  https://t.co/PB2fP1VAUm",en,[],['https://www.grufity.com/historical-data-chart-graph/WEEKLY.LOSS.COMM'],['https://pbs.twimg.com/media/DzyWCLwVAAAAL-U.jpg'],0,0,0,"['commodity', 'agricultural', 'lumber', 'grufityweekly']",[],https://twitter.com/grufity/status/1097917402287722496,False,,1,https://pbs.twimg.com/media/DzyWCLwVAAAAL-U.jpg,,,,,,,[],,,,
1077205387525476354,1077205387525476354,2018-12-24 14:12:32 UTC,2018-12-24,14:12:32,+0000,202411176,totalinvestor1,totalinvestor,,ZRH19 Rough #Rice March 2018 #commodity #trading   https://t.co/3tlnWXE0yd  https://t.co/etVNEMYrqe,und,[],['http://totalinvestor.blogspot.com/'],['https://pbs.twimg.com/media/DvMAlgOU8AEdKGj.jpg'],0,0,0,"['rice', 'commodity', 'trading']",[],https://twitter.com/totalinvestor1/status/1077205387525476354,False,,1,https://pbs.twimg.com/media/DvMAlgOU8AEdKGj.jpg,,,,,,,[],,,,
1064729558618906626,1064510120237953029,2018-11-20 03:58:03 UTC,2018-11-20,03:58:03,+0000,1040413722077024258,rickywrightrice,Ricky Wright,,"@dieselbrosmusic @MSMW1 @madden_pierce @JaxAlemany @benshapiro No, she's right. The ZRX8 rough rice commodity is tanking thanks to drumpf. He's finished for sure after this",en,[],[],[],2,0,2,[],[],https://twitter.com/RickyWrightRice/status/1064729558618906626,False,,0,,,,,,,,"[{'screen_name': 'dieselbrosmusic', 'name': 'Diesel Brothers', 'id': '967973524659998720'}, {'screen_name': 'MSMW1', 'name': 'Michelle W.', 'id': '211257498'}, {'screen_name': 'madden_pierce', 'name': 'PMemes', 'id': '1029453896668860417'}, {'screen_name': 'JaxAlemany', 'name': 'Jacqueline Alemany', 'id': '307982591'}, {'screen_name': 'benshapiro', 'name': 'Ben Shapiro', 'id': '17995040'}]",,,,
1059440926718861319,1059440926718861319,2018-11-05 13:42:55 UTC,2018-11-05,13:42:55,+0000,202411176,totalinvestor1,totalinvestor,,ZRF19 Rough #Rice January 2019  #commodity #futures #trading   https://t.co/3tlnWXE0yd  https://t.co/k5QzJdIDu8,en,[],['http://totalinvestor.blogspot.com/'],['https://pbs.twimg.com/media/DrPj5vEU4AAPSTn.jpg'],0,0,0,"['rice', 'commodity', 'futures', 'trading']",[],https://twitter.com/totalinvestor1/status/1059440926718861319,False,,1,https://pbs.twimg.com/media/DrPj5vEU4AAPSTn.jpg,,,,,,,[],,,,
1051966192326496257,1051966192326496257,2018-10-15 22:40:59 UTC,2018-10-15,22:40:59,+0000,934718568,iraiosebashvili,Ira Iosebashvili,,Worst commodity bets post crisis? Natural gas and rough rice. Of course.  https://t.co/K7F85ONOuH via @WSJ,en,"[{'screen_name': 'wsj', 'name': 'the wall street journal', 'id': '3108351'}]",['https://www.wsj.com/articles/the-best-and-worst-of-crisis-mode-investing-10-years-later-1538366501'],[],0,1,1,[],[],https://twitter.com/IraIosebashvili/status/1051966192326496257,False,,0,,,,,,,,[],,,,
1011604547310104579,1011604547310104579,2018-06-26 13:38:13 UTC,2018-06-26,13:38:13,+0000,202411176,totalinvestor1,totalinvestor,,ZRU18 Rough #Rice September 2018 #CommodityTips #Commodity  https://t.co/3tlnWXE0yd  https://t.co/irvcglCUHq,und,[],['http://totalinvestor.blogspot.com/'],['https://pbs.twimg.com/media/Dgnw9rQXcAA6UKm.jpg'],0,0,0,"['rice', 'commoditytips', 'commodity']",[],https://twitter.com/totalinvestor1/status/1011604547310104579,False,,1,https://pbs.twimg.com/media/Dgnw9rQXcAA6UKm.jpg,,,,,,,[],,,,
1011290309848895488,1011290309848895488,2018-06-25 16:49:33 UTC,2018-06-25,16:49:33,+0000,765575568041451521,spotmonthenergy,Randy Brown,,"Rough rice is the only actively traded commodity in the ""green"" now out of 35.  Somewhere a trader is buying Sept '18 rough rice and selling energies. #OOTT",en,[],[],[],0,0,1,['oott'],[],https://twitter.com/SpotMonthEnergy/status/1011290309848895488,False,,0,,,,,,,,[],,,,
976845311552442368,976845311552442368,2018-03-22 15:37:25 UTC,2018-03-22,15:37:25,+0000,732451833185075200,ghassemieh123,kamran ghassemieh,,wheat 455.75 bearish soybean  1030 bearish corn 375 bearish sugar 12.78 bearish coffee 118.7 bearish cotton 82.08 bearish rough rice 12.32' bearish cocoa 2529 bearish 1/8 assets on each agricultural commodity,en,[],[],[],0,0,0,[],[],https://twitter.com/ghassemieh123/status/976845311552442368,False,,0,,,,,,,,[],,,,
922577235944640513,922577235944640513,2017-10-23 21:35:28 UTC,2017-10-23,21:35:28,+0000,875426080659841024,nicsherrod,Nicole Sherrod 🎄,,I didn’t realize there was a commodity called Rough Rice.  I thought that a nickname for Ray Rice on the Ravens.,en,[],[],[],0,0,9,[],[],https://twitter.com/NicSherrod/status/922577235944640513,False,,0,,,,,,,,[],,,,
902962833591336960,902962833591336960,2017-08-30 18:34:50 UTC,2017-08-30,18:34:50,+0000,110441236,britweathersvs,BRITISH WEATHER SVS,,"#Cotton, Rough Rice and possibly Live Cattle likely to see #commodity price rises as Texas floods impact to the nega… https://t.co/L30A79bsTE",en,[],['https://lnkd.in/d842-fV'],[],0,0,0,"['cotton', 'commodity']",[],https://twitter.com/BritWeatherSvs/status/902962833591336960,False,,0,,,,,,,,[],,,,
890565224964792321,890565224964792321,2017-07-27 13:31:10 UTC,2017-07-27,13:31:10,+0000,765575568041451521,spotmonthenergy,Randy Brown,,"Every commodity but feeder cattle, oats and rough rice are green at this time this morning! #OOTT",en,[],[],[],0,0,0,['oott'],[],https://twitter.com/SpotMonthEnergy/status/890565224964792321,False,,0,,,,,,,,[],,,,
885463981984366592,885463981984366592,2017-07-13 11:40:39 UTC,2017-07-13,11:40:39,+0000,841964486332416001,tradeideacheck,TradeIdeaCheck,,Rough Rice #TradingStrategy Uploaded. Return for 5 years = +317.06% Full report at  https://t.co/v9w9QNomko #commodity #commoditystrategy  https://t.co/A9XgUmSJJX,en,[],['https://www.tradeideacheck.com/product/rough-rice-trading-strategy/'],['https://pbs.twimg.com/media/DEnMuI1V0AEaXWx.jpg'],0,7,6,"['tradingstrategy', 'commodity', 'commoditystrategy']",[],https://twitter.com/TradeIdeaCheck/status/885463981984366592,False,,1,https://pbs.twimg.com/media/DEnMuI1V0AEaXWx.jpg,,,,,,,[],,,,
870141642111635456,870141642111635456,2017-06-01 04:55:08 UTC,2017-06-01,04:55:08,+0000,465445614,hedgehousekwt,Hedge House Kuwait,,$CRB index May 2017 perform (1.07%)  Top month #Commodity Rough Rice +15.34%  Worst Orange Juice #OJ (15.66%),en,[],[],[],0,0,0,"['commodity', 'oj']",['crb'],https://twitter.com/HedgeHouseKwt/status/870141642111635456,False,,0,,,,,,,,[],,,,
864943199822913536,864943199822913536,2017-05-17 20:38:23 UTC,2017-05-17,20:38:23,+0000,1959981036,keytomarkets,KeytoMarkets,,#Agri commodity  #Raw #sugar rose 2% #Rough #rice and #coffee arabica rose 2.50% each #Corn and #wheat rose 1% each #fx #forex,en,[],[],[],0,0,1,"['agri', 'raw', 'sugar', 'rough', 'rice', 'coffee', 'corn', 'wheat', 'fx', 'forex']",[],https://twitter.com/KeytoMarkets/status/864943199822913536,False,,0,,,,,,,,[],,,,
862766066325364737,862766066325364737,2017-05-11 20:27:14 UTC,2017-05-11,20:27:14,+0000,1959981036,keytomarkets,KeytoMarkets,,#Agri commodity corner- #Corn dn 1% #Coffee Arabica dn 1.70% #Rough rice rose 3.65% #soybean meal and Raw sugar dn 1% each #fx #forex,en,[],[],[],0,0,0,"['agri', 'corn', 'coffee', 'rough', 'soybean', 'fx', 'forex']",[],https://twitter.com/KeytoMarkets/status/862766066325364737,False,,0,,,,,,,,[],,,,
797897370805551104,797897370805551104,2016-11-13 20:22:12 UTC,2016-11-13,20:22:12,+0000,1433850530,intelcentre,INTELCENTRE,,We Take A Look at Rough Rice Futures (Video)  https://t.co/HGfJehtrqc #Commodity #Futurescontract #Twitter  https://t.co/0PH2JB6BkU,en,[],['http://dlvr.it/Mfd1hd'],['https://pbs.twimg.com/media/CxKzbbQUcAApjtQ.jpg'],0,0,0,"['commodity', 'futurescontract', 'twitter']",[],https://twitter.com/INTELCENTRE/status/797897370805551104,False,,1,https://pbs.twimg.com/media/CxKzbbQUcAApjtQ.jpg,,,,,,,[],,,,
795894678889660416,795894678889660416,2016-11-08 07:44:13 UTC,2016-11-08,07:44:13,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of #Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/dmBRBmhrmF,en,[],[],['https://pbs.twimg.com/media/CwuV1lyXUAAtdGt.png'],0,0,0,"['rough', 'infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/795894678889660416,False,,1,https://pbs.twimg.com/media/CwuV1lyXUAAtdGt.png,,,,,,,[],,,,
781051232928530436,781051232928530436,2016-09-28 08:41:39 UTC,2016-09-28,08:41:39,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/3tJJfsQtsk,en,[],[],['https://pbs.twimg.com/media/CtbZ2rBWgAAqhOE.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/781051232928530436,False,,1,https://pbs.twimg.com/media/CtbZ2rBWgAAqhOE.png,,,,,,,[],,,,
778170014784421888,778170014784421888,2016-09-20 09:52:43 UTC,2016-09-20,09:52:43,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/WvoqrPZARA,en,[],[],['https://pbs.twimg.com/media/CsydZCUXEAAsvG8.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/778170014784421888,False,,1,https://pbs.twimg.com/media/CsydZCUXEAAsvG8.png,,,,,,,[],,,,
776384839457050624,776384839457050624,2016-09-15 11:39:04 UTC,2016-09-15,11:39:04,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/y5ZuZKUjB3,en,[],[],['https://pbs.twimg.com/media/CsZFzndXgAAC_RG.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/776384839457050624,False,,1,https://pbs.twimg.com/media/CsZFzndXgAAC_RG.png,,,,,,,[],,,,
774187113080233984,774187113080233984,2016-09-09 10:06:06 UTC,2016-09-09,10:06:06,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/H8CX8QWpRC,en,[],[],['https://pbs.twimg.com/media/Cr52--BVMAAj7qM.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/774187113080233984,False,,1,https://pbs.twimg.com/media/Cr52--BVMAAj7qM.png,,,,,,,[],,,,
772740849985785856,772740849985785856,2016-09-05 10:19:10 UTC,2016-09-05,10:19:10,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/p47oFGcaUo,en,[],[],['https://pbs.twimg.com/media/CrlTnxoXgAAaxp6.png'],0,0,1,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/772740849985785856,False,,1,https://pbs.twimg.com/media/CrlTnxoXgAAaxp6.png,,,,,,,[],,,,
770604302515699712,770604302515699712,2016-08-30 12:49:17 UTC,2016-08-30,12:49:17,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real-Time analysis of Rough Rice Commodity #InfoWARE #InfoWARElimited  https://t.co/2pSEUPF8Ub,en,[],[],['https://pbs.twimg.com/media/CrG8ccjWAAA9U9z.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/770604302515699712,False,,1,https://pbs.twimg.com/media/CrG8ccjWAAA9U9z.png,,,,,,,[],,,,
766320335516033024,766320335516033024,2016-08-18 17:06:20 UTC,2016-08-18,17:06:20,+0000,34906912,infowarelimited,InfoWARE Limited,,Snapshot showing Real Time Analysis of Rough Rice commodity. #InfoWARE #InfoWARElimited  https://t.co/Q9FzYhozGI,en,[],[],['https://pbs.twimg.com/media/CqKERfdWEAAWYgl.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/766320335516033024,False,,1,https://pbs.twimg.com/media/CqKERfdWEAAWYgl.png,,,,,,,[],,,,
758342373864828928,758342373864828928,2016-07-27 16:44:45 UTC,2016-07-27,16:44:45,+0000,34906912,infowarelimited,InfoWARE Limited,,Real Time Analysis of Rough Rice commodity at the End of Today's Market Activity. #InfoWARE #InfoWARElimited  https://t.co/wZYJq2s5Hw,en,[],[],['https://pbs.twimg.com/media/CoYsWngXEAALw99.png'],0,0,0,"['infoware', 'infowarelimited']",[],https://twitter.com/InfoWARELimited/status/758342373864828928,False,,1,https://pbs.twimg.com/media/CoYsWngXEAALw99.png,,,,,,,[],,,,
